date,tci
2020-12-11,49.70821754807961
2020-12-14,45.63235765370916
2020-12-15,46.8245919613945
2020-12-16,47.69325191645438
2020-12-17,46.94650305712
2020-12-18,47.70132352711858
2020-12-21,48.12616899168861
2020-12-22,47.61077973120575
2020-12-23,47.732822780933674
2020-12-29,48.41555686616843
2020-12-30,48.36984332865025
2021-01-04,51.393287597566015
2021-01-05,50.33715386522947
2021-01-06,49.51796922557497
2021-01-07,49.58277820743503
2021-01-08,49.21273581230214
2021-01-11,48.653234191282834
2021-01-12,48.9131916822221
2021-01-13,48.246746622734875
2021-01-14,49.512162966292486
2021-01-15,50.00539950626525
2021-01-19,49.48598357572605
2021-01-20,50.13456924748241
2021-01-21,52.006463022131236
2021-01-22,51.077859363113234
2021-01-27,50.8630302285079
2021-01-28,50.60705974089543
2021-01-29,50.56287284921809
2021-02-01,49.717524212219935
2021-02-02,49.8277665212217
2021-02-03,49.2089126749127
2021-02-04,48.57183679901787
2021-02-05,48.15734131801813
2021-02-08,48.94720723292059
2021-02-09,49.4561309816311
2021-02-10,49.26376406393705
2021-02-11,49.68784684262196
2021-02-17,50.1772706464219
2021-02-18,49.71132714782116
2021-02-19,51.33197635361307
2021-02-22,50.97352826377994
2021-02-23,50.86117028054722
2021-02-24,52.153633943684355
2021-02-25,51.426387066686175
2021-02-26,51.98439240796674
2021-03-01,51.824300847006754
2021-03-02,51.250927447614266
2021-03-03,52.296845334151975
2021-03-04,50.84452373701921
2021-03-05,50.407266483250915
2021-03-08,50.15968014497566
2021-03-09,49.67713870050764
2021-03-10,49.208567300295385
2021-03-12,50.44555704804215
2021-03-15,49.839051181436716
2021-03-16,49.65836879402328
2021-03-17,50.8920267321868
2021-03-18,51.46288832998547
2021-03-19,51.07148058370776
2021-03-22,51.08792925682983
2021-03-23,52.81498107739502
2021-03-24,53.1104336956547
2021-03-25,55.16686324756264
2021-03-26,51.24066516064099
2021-03-30,49.616663086248565
2021-03-31,51.18810334877586
2021-04-01,48.52857703242122
2021-04-07,47.520043293853355
2021-04-08,48.35322547806037
2021-04-09,50.68110735693702
2021-04-12,52.12795577403069
2021-04-13,50.47906023610154
2021-04-15,48.8718321516833
2021-04-16,50.40515768908843
2021-04-19,52.31257567584024
2021-04-20,52.89586636508019
2021-04-22,54.89098829963018
2021-04-23,54.491006710447266
2021-04-26,55.13090256035416
2021-04-27,55.04571679145717
2021-04-28,54.6184198757621
2021-04-29,54.02826695469872
2021-04-30,53.00452813350508
2021-05-03,52.140777479478096
2021-05-04,50.35075309101495
2021-05-05,49.719344150841685
2021-05-06,49.15436176727237
2021-05-07,48.99263802096819
2021-05-10,48.57179518416325
2021-05-11,51.96219521978921
2021-05-12,48.14472655643224
2021-05-14,48.886427645379996
2021-05-17,46.48840791495391
2021-05-18,47.95802033372777
2021-05-20,47.81882722499056
2021-05-21,46.703482827902434
2021-05-25,45.82686266721544
2021-05-26,47.17229430177724
2021-05-27,48.263403576730965
2021-05-28,49.979898495661054
2021-06-01,48.32615420455461
2021-06-02,49.55656372397152
2021-06-04,48.1292350174527
2021-06-07,46.7214487881216
2021-06-08,47.450679810475975
2021-06-09,48.66071057573952
2021-06-10,48.510374047091325
2021-06-11,49.520418938074314
2021-06-15,50.690068472182006
2021-06-16,52.65970659589586
2021-06-17,49.953364384366786
2021-06-18,47.354093693095685
2021-06-21,48.92694251534333
2021-06-22,46.648584214334655
2021-06-23,48.104449257848984
2021-06-24,47.902816594559475
2021-06-25,47.82713052430247
2021-06-28,47.86631667359693
2021-06-29,47.15004998502918
2021-06-30,47.113841917893275
2021-07-02,45.7806967874057
2021-07-06,46.038803563707866
2021-07-07,45.4124148638622
2021-07-08,45.83673486256703
2021-07-12,46.02341816411295
2021-07-13,48.189624223247336
2021-07-14,48.037817035428915
2021-07-15,48.46953300690862
2021-07-16,49.000867992232436
2021-07-19,49.119255347322415
2021-07-20,49.348363294852845
2021-07-22,48.351557178138044
2021-07-23,47.79355043597337
2021-07-26,49.280055241120735
2021-07-27,49.809128460840654
2021-07-28,52.16096640007207
2021-07-29,52.18325297416116
2021-07-30,53.85871061187402
2021-08-03,51.61206096529286
2021-08-04,52.35651811763835
2021-08-05,51.983970914115055
2021-08-06,50.7481296354116
2021-08-09,51.605032302484446
2021-08-10,50.775792293135744
2021-08-11,51.33777983027655
2021-08-12,52.628706483016074
2021-08-13,53.44279480265139
2021-08-16,55.56920181751382
2021-08-17,56.28450776901859
2021-08-18,57.184666745255285
2021-08-20,56.11158445834123
2021-08-23,55.88589532919984
2021-08-24,55.858815185587694
2021-08-25,55.35241002345401
2021-08-26,53.499308474295546
2021-08-27,53.184314324061354
2021-08-30,52.356731966256696
2021-08-31,51.60455752216666
2021-09-01,52.66647579770925
2021-09-02,51.67963775069681
2021-09-03,52.30794795509141
2021-09-08,52.068309761128006
2021-09-09,52.9410314893734
2021-09-13,53.25409123899557
2021-09-14,53.50194148786074
2021-09-15,53.94512129297973
2021-09-16,54.340085535364565
2021-09-17,54.53515915132227
2021-09-20,53.725569150720446
2021-09-21,52.60682382391575
2021-09-23,52.65076598507138
2021-09-24,54.20431695973791
2021-09-27,53.582891379013
2021-09-28,52.37259841593057
2021-09-29,51.46993513403339
2021-09-30,51.91211586155655
2021-10-04,52.856580150924096
2021-10-05,52.39741903499425
2021-10-06,50.69094138114061
2021-10-07,48.57668276386581
2021-10-08,48.39315971904509
2021-10-18,49.57887527418101
2021-10-19,49.323703255286986
2021-10-20,49.37384679331003
2021-10-21,51.850070515112634
2021-10-22,52.87475208506256
2021-10-25,52.968368266135414
2021-10-26,52.47168469998948
2021-10-27,52.55308476294681
2021-10-28,51.548402896009485
2021-10-29,52.15534342300362
2021-11-01,49.31326964896316
2021-11-03,51.039209809087524
2021-11-04,48.77196183918709
2021-11-08,50.130486961687616
2021-11-09,50.28131108407216
2021-11-10,49.259490770139685
2021-11-11,49.09945906918087
2021-11-12,47.87614288097014
2021-11-16,48.199990402639074
2021-11-17,48.89833174365334
2021-11-18,49.9522464075506
2021-11-22,50.611204142048614
2021-11-23,50.63509808767691
2021-11-24,49.06554751512729
2021-11-26,50.42582682409667
2021-11-29,50.67620574928764
2021-11-30,50.603096275128046
2021-12-01,49.680176819213706
2021-12-02,48.14449543404429
2021-12-03,47.20793722294127
2021-12-06,47.663804282068774
2021-12-07,48.247603051271085
2021-12-08,47.72833305891424
2021-12-09,48.38573033446221
2021-12-10,48.65446555729583
2021-12-13,47.29702007990825
2021-12-14,48.48831277711546
2021-12-15,48.79052359685489
2021-12-16,48.24106659058883
2021-12-17,46.73007254941031
2021-12-20,48.098268408014754
2021-12-21,49.17867691404307
2021-12-22,49.86528329404014
2021-12-23,49.5775464460665
2021-12-29,46.320329137104466
2021-12-30,46.65186648575709
2022-01-04,47.16688873342717
2022-01-05,44.98133943399417
2022-01-06,45.4044861128014
2022-01-07,46.79084246830295
2022-01-10,47.59559820412842
2022-01-11,47.611711746240886
2022-01-12,50.25077934585407
2022-01-13,49.72807867531132
2022-01-14,51.34272992620856
2022-01-18,49.4985518299557
2022-01-19,49.394539884320885
2022-01-20,52.310697929769965
2022-01-21,52.51821214509855
2022-01-24,51.289689407050055
2022-01-25,50.34007561129401
2022-01-27,51.0287195483257
2022-01-28,50.897083624886506
2022-01-31,51.32857909833668
2022-02-04,52.01383335156085
2022-02-07,53.20097069813931
2022-02-08,52.549170550416235
2022-02-09,53.249028828754795
2022-02-10,54.895485841714844
2022-02-11,53.85675024401666
2022-02-14,52.25788672835059
2022-02-15,54.02604815765793
2022-02-16,53.2280161891435
2022-02-17,54.39708050484274
2022-02-18,54.62603397886993
2022-02-22,54.73196997061015
2022-02-23,54.17913529141727
2022-02-24,54.76605277163086
2022-02-25,54.45228108033958
2022-03-02,55.10540808106935
2022-03-03,55.00986278703155
2022-03-04,57.253308567424114
2022-03-07,57.845047553348614
2022-03-08,57.92053103020248
2022-03-09,58.61678336805613
2022-03-10,58.32592398765352
2022-03-11,58.52758840689013
2022-03-14,57.26383696565777
2022-03-15,58.250013744282
2022-03-16,60.61493854913411
2022-03-17,59.134093433923375
2022-03-21,58.92271987743367
2022-03-22,59.017989091722065
2022-03-23,59.15707368019102
2022-03-24,61.547855954086664
2022-03-25,59.97837454930074
2022-03-28,60.18833901337884
2022-03-29,58.710716856784515
2022-03-30,55.4472629073148
2022-03-31,54.607945189472076
2022-04-01,54.27696951311059
2022-04-04,53.300795092673006
2022-04-06,55.45024906526347
2022-04-07,57.249202190707784
2022-04-08,58.22356495232096
2022-04-11,57.77535857432744
2022-04-12,57.38085391081834
2022-04-13,57.112687592508635
2022-04-19,57.063978153143324
2022-04-20,57.07441465086928
2022-04-22,59.297712743864004
2022-04-26,59.958242919684245
2022-04-27,60.50608719531043
2022-04-28,60.13430510090465
2022-04-29,59.827174624191755
2022-05-04,59.695649082417965
2022-05-05,58.79888746387725
2022-05-06,59.4328584328178
2022-05-10,61.96790081195702
2022-05-11,61.881162725813034
2022-05-12,60.74249941460263
2022-05-13,61.083575418179095
2022-05-16,61.185301823304904
2022-05-17,60.784472540529755
2022-05-18,59.914679270468106
2022-05-19,58.91252602274304
2022-05-20,58.610890246376535
2022-05-24,58.64800692677935
2022-05-25,58.21064069583738
2022-05-26,58.69690035957758
2022-05-27,57.537195701258334
2022-05-31,57.35087742282976
2022-06-01,57.82729693455659
2022-06-02,55.58983636589956
2022-06-06,57.91372334105982
2022-06-07,57.7522267663012
2022-06-08,57.26830622572621
2022-06-09,58.07534388993585
2022-06-10,60.11818105097644
2022-06-14,58.5461280744252
2022-06-15,57.707036507937595
2022-06-17,57.21010977668237
2022-06-21,56.867152690409284
2022-06-22,57.50201091734903
2022-06-23,57.5716083480028
2022-06-24,57.062743158145835
2022-06-27,56.96901462261271
2022-06-28,55.62429316263864
2022-06-29,56.384125497057646
2022-06-30,57.10164950320321
2022-07-05,57.14831656844618
2022-07-06,57.591773932016096
2022-07-07,57.65586884239191
2022-07-08,57.52495897817283
2022-07-11,59.34766966068946
2022-07-12,60.838066013098114
2022-07-13,58.53519047985296
2022-07-14,58.81659105395247
2022-07-15,59.208032858441925
2022-07-18,58.755802116735964
2022-07-19,57.47286229151673
2022-07-20,56.20513196788859
2022-07-21,52.73358516285995
2022-07-22,55.53096201913832
2022-07-25,53.32821326069214
2022-07-26,52.69127522628788
2022-07-27,54.0784389411341
2022-07-28,53.20638847919326
2022-07-29,51.50972154067392
2022-08-02,51.27601642720154
2022-08-03,51.52285510799417
2022-08-04,51.70252080336759
2022-08-05,52.31531480491973
2022-08-08,51.18351700373719
2022-08-10,52.48146870926428
2022-08-11,52.017555758499576
2022-08-12,51.152541584181456
2022-08-16,50.81344705453979
2022-08-17,52.78645967708998
2022-08-18,52.060556211230846
2022-08-19,49.34699589345114
2022-08-22,51.25330294711621
2022-08-23,52.253182611577586
2022-08-24,52.03985099875894
2022-08-25,52.120259281592965
2022-08-26,50.062925470108176
2022-08-29,51.64497057751626
2022-08-30,51.398209254427904
2022-09-01,52.099653141207206
2022-09-02,50.85923061922607
2022-09-06,50.95811141802544
2022-09-08,51.07409614753219
2022-09-09,50.775954972687174
2022-09-13,52.06206250255069
2022-09-14,51.87301169721966
2022-09-15,51.91415989702085
2022-09-16,52.1169243097074
2022-09-19,52.09568849911409
2022-09-20,51.3278144719447
2022-09-21,50.08226778815459
2022-09-23,50.86936620717617
2022-09-26,51.91553043414952
2022-09-27,51.58159182196735
2022-09-28,51.89694849438931
2022-09-29,52.24856268674275
2022-09-30,59.84343004966198
2022-10-03,54.09721450751734
2022-10-06,52.71786674065283
2022-10-07,52.25137888027406
2022-10-11,51.444606494288706
2022-10-13,51.11651784634408
2022-10-14,52.002507962129805
2022-10-17,52.381353661708296
2022-10-18,52.59077941498551
2022-10-19,52.80183477125424
2022-10-20,51.60036694993941
2022-10-21,52.08243503711213
2022-10-24,52.76640486868749
2022-10-25,52.86987863221969
2022-10-27,52.667358777850495
2022-10-28,51.36889704374508
2022-10-31,51.104917265992874
2022-11-01,50.38967911312984
2022-11-03,51.140489408633385
2022-11-04,51.8498428319788
2022-11-07,51.191720477261015
2022-11-09,51.20576411761062
2022-11-10,51.6562313723385
2022-11-11,53.07646826941669
2022-11-14,52.409183327629094
2022-11-16,52.60777130737645
2022-11-17,51.15109733922261
2022-11-18,51.60024089786058
2022-11-21,50.651099673414926
2022-11-22,50.06978863194219
2022-11-23,50.74799641714366
2022-11-25,51.07091701920178
2022-11-28,50.76431215190432
2022-11-29,49.88134482735119
2022-11-30,50.53469517365245
2022-12-01,51.43428424921815
2022-12-02,51.95751495916758
2022-12-05,50.79474273279535
2022-12-06,52.84094099730906
2022-12-07,52.76576556623665
2022-12-08,53.06164499811267
2022-12-09,51.4674489349557
2022-12-12,50.512040644893766
2022-12-13,51.80327808403552
2022-12-14,49.137953835560346
2022-12-15,49.26378404551965
2022-12-16,50.59458041016143
2022-12-19,49.92701094706817
2022-12-20,50.452798801900265
2022-12-21,50.25578089225051
2022-12-22,49.08265866435212
2022-12-23,50.65648349093957
2022-12-28,49.64685276530197
2022-12-29,50.46314424164839
2023-01-03,49.670770936716956
2023-01-04,49.41116273274998
2023-01-05,48.5725163667137
2023-01-06,48.607091739617466
2023-01-09,49.57541012342145
2023-01-10,47.581235649158025
2023-01-11,47.1765931997438
2023-01-12,48.08663112947622
2023-01-13,47.609816175726664
2023-01-17,46.543894214287
2023-01-18,47.21897327386777
2023-01-19,47.84795726979407
2023-01-20,47.85050480305107
2023-01-27,48.81010302423206
2023-01-30,45.96127330030359
2023-01-31,45.424104455255716
2023-02-01,45.42222314086454
2023-02-02,45.08037201001668
2023-02-03,46.78052954979145
2023-02-06,46.42007252630352
2023-02-07,49.22514423087233
2023-02-08,47.65804487820314
2023-02-09,47.43969470848303
2023-02-10,48.5546223132455
2023-02-13,49.53756755636432
2023-02-14,50.47172892365273
2023-02-15,49.26615160366947
2023-02-16,49.14798412988867
2023-02-17,49.15079194297154
2023-02-22,49.13780577621005
2023-02-23,49.51532575516532
2023-02-24,49.55283084394731
2023-02-27,49.70210294665887
2023-02-28,49.92204286108234
2023-03-01,49.137374539860524
2023-03-02,48.957846385174754
2023-03-03,51.09560987221774
2023-03-06,51.45531154738434
2023-03-08,51.37600790001159
2023-03-09,52.38638375617657
2023-03-10,50.66699335261365
2023-03-13,50.73964168119869
2023-03-14,50.76431237665546
2023-03-15,49.78257687480831
2023-03-16,51.98788933487578
2023-03-17,51.689696928845784
2023-03-20,51.60375793338273
2023-03-21,52.41575290193363
2023-03-22,52.372293432340896
2023-03-23,52.580871621593694
2023-03-24,53.17165468349418
2023-03-27,52.707605815522406
2023-03-28,52.29065247779236
2023-03-29,52.55372002571218
2023-03-31,52.57713343415531
2023-04-03,52.58208504463683
2023-04-06,52.1410045838518
2023-04-11,52.438610781527984
2023-04-12,52.1330254551738
2023-04-13,51.81770901479427
2023-04-17,50.68907601704085
2023-04-18,49.39205300623414
2023-04-19,48.81773435009589
2023-04-20,48.732351518053896
2023-04-24,45.1482520120894
2023-04-26,45.24401465211916
2023-04-27,44.05961725792125
2023-04-28,43.75196269062635
2023-05-02,46.26794266309636
2023-05-03,47.08392862219128
2023-05-04,46.03879446527249
2023-05-05,45.96806572991648
2023-05-08,45.727028611479746
2023-05-09,46.966839070431476
2023-05-10,46.30703162182044
2023-05-11,45.108795404725804
2023-05-12,46.02217388666498
2023-05-15,46.24618154810793
2023-05-16,47.08575233521483
2023-05-17,45.91148087562666
2023-05-18,46.143076275145404
2023-05-19,46.98877301905912
2023-05-23,49.190326440503895
2023-05-24,49.364294703505045
2023-05-25,49.65157086091471
2023-05-30,51.098699477733014
2023-05-31,48.579867490288166
2023-06-01,50.15815158088143
2023-06-02,50.40671254001931
2023-06-05,52.280057483850165
2023-06-06,52.665960480744445
2023-06-07,52.843070923068645
2023-06-09,51.84469467890307
2023-06-13,51.776812337887336
2023-06-14,51.421957039518716
2023-06-15,49.9146263650907
2023-06-16,49.04091977570051
2023-06-20,48.45998474610392
2023-06-21,48.51092733924556
2023-06-23,48.15289745831681
2023-06-26,48.03667959035152
2023-06-27,48.07324749539162
2023-06-28,49.59921631665956
2023-06-30,49.56984984225207
2023-07-05,49.7352708987946
2023-07-06,50.047027560660474
2023-07-07,49.30574894873806
2023-07-10,51.864278570902414
2023-07-11,51.68781397127821
2023-07-12,52.42071935749089
2023-07-13,51.855958992865084
2023-07-14,50.27159086416573
2023-07-18,47.22025045792886
2023-07-19,48.00918149118199
2023-07-20,47.23083777108623
2023-07-21,49.37681717542808
2023-07-24,52.94944897678211
2023-07-25,51.134165514995125
2023-07-26,51.98854309276787
2023-07-27,52.963254592858824
2023-07-28,53.332216956438614
2023-07-31,54.271798216574204
2023-08-01,53.02557395364571
2023-08-02,52.23868281236748
2023-08-03,51.99693792901411
2023-08-04,50.45805896182187
2023-08-08,50.13515956847267
2023-08-09,50.99760361153851
2023-08-10,49.93203127284397
2023-08-11,48.966337177376325
2023-08-14,49.65121474656387
2023-08-16,51.87882420790728
2023-08-17,50.64084753233781
2023-08-18,51.09587530315219
2023-08-21,51.41058416207848
2023-08-22,51.874622869025735
2023-08-23,50.347372204358635
2023-08-24,50.32788558308469
2023-08-25,50.227249203007965
2023-08-28,50.3554382906094
2023-08-29,50.3999479513983
2023-08-30,49.615273836539295
2023-08-31,49.29283231879577
2023-09-05,50.33769641378007
2023-09-06,50.78795869728976
2023-09-11,49.35997553756783
2023-09-12,49.772934583354754
2023-09-13,50.245055698899456
2023-09-14,50.08689758505442
2023-09-15,50.65031682546902
2023-09-18,54.50472249114969
2023-09-20,51.98242379696435
2023-09-21,51.94423036583039
2023-09-22,50.70781096840298
2023-09-25,47.66865969364423
2023-09-26,51.664729096154936
2023-09-27,53.71118289842085
2023-09-28,54.120589097253614
2023-09-29,54.28959291530769
2023-10-03,54.50590239479208
2023-10-04,52.446402768233256
2023-10-05,52.49911433669956
2023-10-06,51.954944785725374
2023-10-10,52.06512621628691
2023-10-11,52.130174120529304
2023-10-13,51.84579156524804
2023-10-16,53.129232047004514
2023-10-17,52.58577287919166
2023-10-18,51.45664556752837
2023-10-19,52.204698838535
2023-10-20,51.72393006827796
2023-10-25,51.16693638889556
2023-10-26,50.37617925618564
2023-10-27,53.68688566142967
2023-10-30,50.35063119020637
2023-10-31,51.22794164576485
2023-11-01,49.55132707659462
2023-11-03,49.728322650738534
2023-11-06,48.59679272920189
2023-11-07,48.84854796165564
2023-11-08,50.94130591590813
2023-11-09,51.45836600155275
2023-11-10,49.096335020187915
2023-11-13,48.052560941477594
2023-11-16,46.90611206707256
2023-11-17,46.35304324727
2023-11-20,46.14263859821596
2023-11-21,46.01535763693395
2023-11-22,45.626564677355326
2023-11-24,45.150385402194004
2023-11-28,44.39254438710759
2023-11-29,42.0773006162928
2023-11-30,41.857945014422874
2023-12-01,40.350527777072756
2023-12-04,37.30580912407457
2023-12-05,38.79436179130042
2023-12-06,38.19670133334896
2023-12-07,38.07204849156783
2023-12-08,38.738707348641455
2023-12-11,38.296478153524845
2023-12-12,36.574570718242285
2023-12-13,38.392845289628355
2023-12-14,36.6051766831232
2023-12-15,37.810371061775896
2023-12-18,37.27489400774421
2023-12-19,36.633156712092116
2023-12-20,37.34998989381464
2023-12-21,36.22517809285462
2023-12-22,36.37555602348307
2023-12-27,35.85193637928139
2023-12-28,35.5085023894535
2024-01-02,34.85948221136945
2024-01-03,36.091138307068185
2024-01-04,34.711324096986665
2024-01-05,34.622920278069216
2024-01-08,35.5216034272616
2024-01-09,36.03402738511814
2024-01-10,34.07179663212504
2024-01-11,34.99185854076422
2024-01-12,36.12340940993718
2024-01-16,38.42566230226198
2024-01-17,39.71816703229248
2024-01-18,39.95695678078639
2024-01-19,41.139147244796554
2024-01-23,39.71861996948136
2024-01-24,38.552676423971704
2024-01-25,38.93111440319248
2024-01-29,40.060032354122875
2024-01-30,40.6318375607367
2024-01-31,39.682535619729826
2024-02-01,39.36624630342608
2024-02-02,40.28110968277539
2024-02-05,38.34053915284952
2024-02-06,39.652776252805
2024-02-07,40.05023011539556
2024-02-08,38.94044424738183
2024-02-09,38.87139670522298
2024-02-14,38.354619661213825
2024-02-15,38.314147153354156
2024-02-16,39.99421337693947
2024-02-20,40.45606782900057
2024-02-21,39.029778605095636
2024-02-22,38.819241617912056
2024-02-23,38.946501340645746
2024-02-26,39.77043144347495
2024-02-27,40.13180132425717
2024-02-28,40.23201937221525
2024-02-29,39.130063996020965
2024-03-01,40.114842797086894
2024-03-04,39.69260954712932
2024-03-05,39.473317483167726
2024-03-06,40.29746991062081
2024-03-07,40.68299397056826
2024-03-11,42.55302698473013
2024-03-12,42.81968807159176
2024-03-13,42.22639555724924
2024-03-14,42.038122577145934
2024-03-15,41.906587023751115
2024-03-18,43.06032471889445
2024-03-19,42.89939695923237
2024-03-20,42.47465133668735
2024-03-21,43.53814161226156
2024-03-22,45.1099302201716
2024-03-26,44.913461305034986
2024-03-27,44.108383556371514
2024-03-28,42.10484124992625
2024-04-02,42.91085937172325
2024-04-03,43.1636478327579
2024-04-05,44.61226799900408
2024-04-08,44.12678312356362
2024-04-09,43.18290686490832
2024-04-10,40.45430250633017
2024-04-12,40.28659236163105
2024-04-15,40.354635948419606
2024-04-16,38.32700795942271
2024-04-18,38.043284926599945
2024-04-19,37.77408648578791
2024-04-22,37.05536941167235
2024-04-23,38.3645189197372
2024-04-24,39.526617276636095
2024-04-26,39.022754387636425
2024-04-29,43.76812027805387
2024-04-30,43.83522123375626
2024-05-02,41.67526443790284
2024-05-03,42.05012640218437
2024-05-06,43.20234961651296
2024-05-07,43.21025705054453
2024-05-08,43.41429047722431
2024-05-09,42.92981132373431
2024-05-10,41.97009455748152
2024-05-13,42.98337062341379
2024-05-14,43.69869440348069
2024-05-16,44.55773663864031
2024-05-17,43.776940716736306
2024-05-21,43.256585399987884
2024-05-22,43.97096448467324
2024-05-23,43.79621424723383
2024-05-24,45.07139233707611
2024-05-28,46.377194581204066
2024-05-29,44.85865939792784
2024-05-31,43.855719721749644
2024-06-03,43.6332199087583
2024-06-04,43.767712599216296
2024-06-05,42.51142375422551
2024-06-06,42.45397864905195
2024-06-07,41.4696612908874
2024-06-11,41.662283022832504
2024-06-12,41.94991502466795
2024-06-13,43.52113125645668
2024-06-14,42.896592827493016
2024-06-18,42.96009321628125
2024-06-20,42.87386000306536
2024-06-21,43.30793278230936
2024-06-24,44.13095387623844
2024-06-25,43.48506996381408
2024-06-26,44.339305192825115
2024-06-27,45.79295681769324
2024-06-28,47.45092782021353
2024-07-02,47.495633213173164
2024-07-03,50.75684098015374
2024-07-05,49.162840000790844
2024-07-08,50.60064818476568
2024-07-09,49.66475119105907
2024-07-10,49.39478027807775
2024-07-11,48.82854275121347
2024-07-12,47.03463824616894
